CustomerId,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
15671124,599,4,120383.41,1,1,1,0
15767474,481,3,0,3,1,1,1
15720671,704,5,129735.3,2,1,1,0
15626787,698,6,185078.26,1,0,0,1
15774491,480,5,0,2,0,0,0
15579647,682,4,0,1,1,1,0
15625522,700,4,0,2,0,1,0
15765806,492,3,144591.96,1,1,1,0
15566708,444,6,0,2,1,0,1
15668347,624,3,0,2,0,0,0
15575214,709,7,0,1,1,0,0
15591123,557,6,100194.44,1,1,1,0
15573280,646,4,145295.31,2,1,1,0
15589018,719,6,106070.29,2,1,1,0
15654495,706,3,120621.89,1,1,1,0
15597265,660,4,0,2,0,1,0
15733876,667,3,0,2,1,1,0
15677217,705,5,0,1,1,1,0
15747265,598,4,171283.91,1,1,1,0
15713379,669,7,0,2,1,1,0
15730433,580,6,128218.47,1,1,0,1
15693347,676,4,0,2,1,1,0
15715465,714,6,77776.39,1,1,0,0
15680736,597,7,124978.19,2,1,1,0
15610765,559,7,0,2,0,0,0
15650034,564,6,0,1,1,1,0
15782468,850,6,109799.55,2,1,1,1
15685109,689,5,0,2,0,0,0
15776233,758,4,125397.21,1,1,0,1
15761141,604,4,0,2,1,1,0
15781702,733,3,111347.37,2,0,1,0
15790235,778,5,104291.41,2,1,1,0
15641416,732,4,94867.18,2,1,1,1
15775234,646,6,0,2,0,0,0
15659475,597,5,135703.59,2,0,0,0
15642202,821,4,106453.53,2,0,1,0
15771417,640,4,132412.38,1,0,0,1
15585100,511,3,124401.6,1,1,0,1
15700487,805,5,118022.06,3,1,0,1
15726589,540,4,82531.11,1,1,0,0
15747503,705,6,184552.12,1,1,0,1
15595883,540,3,127278.31,1,1,1,0
15663826,532,6,0,1,1,1,0
15742820,535,5,0,2,0,1,0
15624793,627,5,184244.86,1,1,0,0
15597930,646,4,59669.43,1,0,0,1
15665110,515,7,79543.59,1,0,1,0
15770719,697,3,151553.19,1,1,1,0
15731327,652,7,166527.88,2,0,1,0
15576044,579,7,150329.15,1,1,0,0
15775662,760,5,121911.59,1,1,0,0
15646817,769,7,156773.78,2,1,0,0
15596060,498,4,127864.26,1,1,1,0
15723299,774,3,113709.28,1,1,1,1
15636982,705,7,79974.55,1,1,1,0
15751175,648,4,0,2,1,1,0
15618936,688,5,0,1,1,0,1
15787529,592,5,0,1,1,0,1
15780128,705,5,144427.96,2,1,0,0
15615991,654,5,99263.09,1,1,1,0
15757001,624,5,79368.87,2,1,1,0
15595388,594,5,0,2,1,1,0
15699550,695,3,0,2,1,1,0
15581620,597,7,0,3,1,1,0
15600934,758,4,125095.94,1,1,0,1
15738672,737,6,162485.8,2,1,0,0
15721307,694,4,95668.82,2,1,0,0
15619280,683,7,0,2,1,0,0
15768244,538,5,0,2,1,1,0
15806837,669,7,0,1,1,0,0
15643496,730,4,74197.38,2,1,0,0
15813916,622,5,89688.94,1,1,1,0
15626385,714,3,103121.33,2,1,1,0
15603582,569,4,0,1,1,0,0
15764351,668,5,120170.07,1,0,1,0
15667938,628,7,149136.31,2,1,1,0
15576360,600,4,141136.79,1,1,1,0
15628813,693,4,152341.55,1,1,0,0
15584190,704,4,120026.98,2,0,1,0
15716449,527,4,132168.28,1,0,0,0
15759913,553,5,85200.82,2,1,1,0
15701555,575,7,84903.33,2,0,1,0
15758482,626,5,0,2,0,0,0
15758171,582,5,0,1,1,1,0
15680346,683,5,0,1,1,0,0
15649124,850,3,121535.18,1,0,0,0
15812917,653,6,116662.96,2,1,1,0
15768455,679,6,0,2,1,1,0
15703059,549,6,124829.16,1,0,1,0
15646196,850,5,155180.56,2,0,0,0
15585451,558,5,108262.87,1,1,1,0
15714057,528,6,0,2,1,0,0
15748473,801,7,0,2,1,0,0
15785782,513,4,0,1,1,1,1
15693233,666,3,99812.88,2,1,1,0
15757521,606,6,132164.26,1,0,1,0
15812513,599,6,103583.05,1,1,0,1
15674950,544,4,142406.43,2,1,0,0
15678572,529,7,99842.5,2,1,0,1
15713608,850,7,0,2,1,1,0
15579262,497,6,0,1,0,0,0
15610426,764,4,81042.42,1,0,1,0
15776454,603,4,0,1,1,0,1
15771483,609,4,0,2,1,1,0
15648489,487,3,199689.49,1,1,1,1
15646609,748,4,142645.43,1,0,0,0
15693203,710,5,0,2,1,1,0
15813067,432,5,110219.14,1,1,0,1
15769829,534,7,0,2,0,1,0
15662434,607,5,0,2,0,0,0
15773503,551,4,0,2,1,0,0
15705890,674,7,142072.02,1,1,0,0
15711398,525,7,0,2,1,0,0
15752375,645,6,149564.61,1,0,0,0
15659175,755,4,0,2,1,0,0
15597033,708,7,153366.13,1,1,1,0
15590228,715,6,76467.16,1,1,1,0
15631848,727,6,121508.28,1,1,1,0
15654211,559,7,0,1,0,1,0
15707968,545,4,73211.12,2,1,0,1
15594084,524,3,0,2,1,0,0
15651093,707,4,0,2,0,1,0
15798824,671,6,92674.94,2,1,0,0
15671591,439,6,96196.24,4,1,0,1
15707189,667,4,114391.62,1,1,1,0
15733581,831,4,80262.66,1,1,0,0
15641640,545,6,173331.52,1,1,0,0
15585284,604,4,147285.52,1,1,1,0
15617866,657,3,119785.47,2,1,1,0
15667751,487,4,140137.15,1,1,0,0
15669411,750,7,107467.56,1,1,0,1
15789425,694,4,98218.04,2,1,0,1
15570943,711,6,133607.75,1,1,1,0
15685829,551,4,0,2,1,1,0
15721917,559,5,95139.41,1,1,1,0
15776047,620,3,0,2,0,1,0
15716024,660,3,0,2,1,0,0
15675328,449,6,0,2,1,0,0
15604314,703,6,97331.19,1,1,0,0
15658339,795,3,139265.63,2,1,1,0
15630402,594,3,0,1,0,1,0
15689616,586,5,168094.01,1,0,0,0
15774224,613,6,131563.88,2,1,0,0
15701291,601,5,0,2,1,0,0
15719606,657,6,0,2,0,0,0
15644119,531,7,0,1,1,1,0
15646859,621,3,107363.29,1,1,1,0
15606836,782,4,94493.03,1,0,1,0
15664150,528,5,170214.23,2,1,0,0
15624510,696,5,139781.06,1,1,0,1
15810944,586,7,0,2,1,0,0
15668575,626,7,148610.41,3,0,1,1
15603246,498,3,170241.7,2,1,1,0
15804002,691,5,128306.83,1,1,1,0
15728773,568,3,0,2,1,1,0
15598044,715,4,0,1,1,1,0
15694829,680,7,175454,1,0,1,0
15600575,802,6,0,2,1,0,0
15727311,539,5,100885.93,2,1,1,0
15570769,494,4,93320.8,1,1,1,0
15606274,594,3,63176.44,2,1,1,0
15746139,596,3,139451.67,1,0,0,0
15704987,649,6,49113.75,1,1,0,0
15628972,699,5,123906.22,3,1,1,1
15697686,787,3,0,2,1,1,0
15733883,604,6,0,2,0,0,0
15617482,489,5,131441.51,1,1,0,1
15704583,651,5,0,1,1,0,1
15621083,698,4,136325.48,2,1,1,1
15649487,578,4,113150.44,2,1,0,1
15736760,538,5,0,1,0,0,0
15714658,696,4,0,2,1,1,0
15599081,507,4,102785.16,1,1,1,0
15705113,685,6,83264.28,1,0,0,0
15631159,705,4,72252.64,2,1,1,0
15792818,499,3,148051.52,1,1,0,0
15633531,717,7,138489.66,1,1,1,0
15744529,510,4,0,2,1,1,0
15669656,632,4,111589.33,1,1,1,0
15581198,668,3,122104.79,1,1,0,1
15729054,744,5,96106.83,1,1,1,0
15573452,663,3,115930.87,1,1,0,0
15776733,638,6,124513.66,2,1,0,0
15724858,688,4,0,1,1,0,1
15713144,588,4,0,1,1,0,0
15690188,631,4,0,1,1,1,1
15689425,687,3,100988.39,2,1,0,0
15671766,599,5,118577.24,1,1,1,0
15782806,718,4,0,2,1,0,0
15764419,730,4,0,2,1,1,0
15591915,533,6,0,1,0,1,1
15772798,711,6,0,2,1,1,0
15792008,555,7,0,2,0,1,0
15715541,850,5,113311.11,1,1,1,0
15639277,678,4,0,1,0,0,0
15798850,576,7,0,2,1,0,0
15776348,835,7,124365.42,1,0,0,1
15727696,592,5,147249.29,2,1,1,0
15793813,774,5,103688.19,1,0,1,0
15694395,620,5,138740.24,2,0,0,0
15764195,519,7,111900.14,1,1,1,0
15744919,734,6,152760.24,1,1,1,0
15671655,763,5,143966.3,2,1,1,1
15654901,733,4,141556.96,1,1,0,0
15649136,650,4,0,2,1,1,0
15775562,538,3,0,2,1,0,0
15807481,577,4,0,1,1,1,0
15642885,792,5,0,2,1,0,0
15789109,686,5,0,1,1,1,1
15814004,589,3,0,2,0,1,0
15673619,530,3,162560.32,1,1,0,0
15595135,778,4,123229.46,1,1,0,0
15583681,616,6,76665.71,2,1,1,0
15605000,550,6,140278.99,3,1,1,1
15718071,655,5,0,2,0,1,0
15679760,721,4,115764.32,2,0,0,0
15654574,499,3,131142.53,2,1,0,0
15577178,511,5,68375.27,1,1,0,1
15595324,579,5,117833.3,3,0,0,1
15756932,696,5,0,2,1,1,0
15726358,681,5,0,2,0,0,0
15595228,815,4,0,1,0,1,1
15782530,681,7,111093.01,1,1,0,0
15592877,641,7,132657.55,1,1,0,0
15651983,591,7,128882.49,1,1,1,1
15746737,565,5,69129.59,1,1,1,0
15774179,487,5,0,2,1,1,0
15667265,729,3,121404.64,1,1,1,0
15655123,505,5,131355.3,3,1,0,1
15595917,580,5,102097.33,1,0,1,0
15668385,642,4,154863.15,1,1,1,0
15709476,850,4,99945.93,2,1,0,0
15711218,616,5,121704.32,2,1,0,0
15798659,526,4,0,2,1,0,0
15663939,523,6,138782.76,1,1,1,0
15694946,663,4,0,2,1,1,0
15631912,840,3,136291.71,1,1,0,0
15768816,570,4,107856.57,2,1,0,0
15682268,676,4,108348.66,1,0,0,1
15684801,689,5,93871.95,3,1,0,1
15636428,703,4,0,1,1,0,1
15809823,491,5,125860.2,1,0,0,0
15699284,584,5,172713.44,1,1,0,0
15786993,810,7,0,2,0,1,0
15709441,745,3,0,1,1,1,0
15710257,625,7,130786.92,1,0,1,0
15582492,535,3,112367.34,1,1,0,0
15575694,729,6,91091.06,2,1,0,0
15756820,655,5,106198.5,1,0,1,0
15766289,751,4,142669.93,2,1,0,0
15593014,525,5,112833.35,1,0,1,0
15584545,532,4,0,2,0,1,0
15675949,696,5,0,2,1,1,0
15672091,786,3,104336.43,2,0,0,0
15801658,580,7,104305.74,1,0,1,0
15706185,596,4,140187.1,2,1,1,0
15789863,683,5,0,2,1,0,0
15720943,747,5,114959.12,1,1,0,1
15697997,602,6,164704.38,1,0,1,1
15665416,779,3,119096.55,1,0,1,0
15660200,551,4,0,2,1,1,0
15619653,666,4,0,1,1,0,1
15773447,526,5,0,1,1,0,0
15739160,849,4,115465.28,1,1,0,0
15689237,471,5,0,2,1,0,0
15679297,628,6,184926.61,1,1,0,0
15591433,674,3,85957.88,2,1,0,0
15642725,797,6,114084.6,1,0,1,0
15701962,590,4,166930.76,2,1,0,0
15811613,588,4,0,1,1,0,0
15741049,577,6,0,2,1,1,0
15724423,571,7,107193.82,2,0,0,0
15574305,680,6,116275.12,1,1,1,0
15678168,648,4,0,2,1,1,0
15697020,618,3,91068.56,1,1,0,0
15610801,648,6,123049.21,1,0,1,0
15745232,759,7,0,2,1,1,0
15722758,585,4,0,2,0,0,0
15792102,774,4,137781.65,1,0,0,0
15675185,697,6,108128.96,2,1,1,0
15801247,605,7,105317.73,2,1,0,0
15725660,676,3,80569.73,1,0,0,0
15638963,678,7,174852.89,1,1,1,0
15800061,495,5,89158.94,3,1,0,1
15578006,787,5,0,2,1,1,0
15668504,770,5,89800.14,1,1,1,0
15687491,817,5,101207.75,1,0,0,1
15610403,659,4,106086.42,2,1,0,0
15741094,693,7,0,2,1,1,0
15807909,744,4,0,2,1,0,0
15666141,829,3,101440.36,2,1,1,0
15617134,716,5,0,2,1,0,0
15783029,671,4,106603.74,2,1,1,0
15622833,835,5,130420.2,2,0,0,0
15746422,636,6,0,1,1,0,0
15750839,649,4,45022.23,1,1,1,0
15749130,621,6,74298.43,1,1,1,0
15779862,658,6,133003.03,1,0,1,1
15767871,784,4,0,2,1,1,0
15679651,783,4,136689.66,1,1,0,0
15576219,615,5,0,2,1,1,0
15699247,791,4,0,2,1,1,1
15619087,762,3,102520.37,1,1,1,0
15605327,607,6,0,2,1,1,0
15610140,601,5,0,2,1,0,0
15791174,540,5,88382.01,1,0,1,0
15602373,812,4,115049.15,2,1,0,0
15762605,685,7,104796.54,1,1,1,0
15598840,680,5,123082.08,1,1,0,0
15744279,680,6,0,2,1,1,0
15670619,631,5,0,2,0,0,0
15599533,569,3,0,2,1,1,0
15757837,584,7,88311.48,2,1,1,0
15697574,582,4,0,3,1,1,0
15578738,609,6,71872.19,1,1,1,0
15762228,506,5,110046.93,2,1,0,0
15614827,503,6,104430.08,1,1,1,0
15789815,503,6,0,2,1,0,0
15579781,806,5,138653.51,1,1,0,0
15587013,653,7,102575.04,1,1,1,0
15570932,666,5,137780.74,2,1,1,1
15794661,674,4,0,2,1,0,0
15581654,798,3,0,2,0,1,0
15644296,740,4,105209.54,1,1,0,0
15614420,531,6,109570.21,2,1,1,0
15609653,614,3,118715.86,1,1,0,1
15594577,556,5,0,2,1,1,0
15584114,678,6,153393.18,2,1,1,0
15673367,587,5,132603.36,1,1,0,0
15685576,527,7,0,2,1,1,0
15774727,757,7,129398.01,2,0,0,0
15694288,468,6,0,2,1,0,0
15603319,693,5,151352.74,1,0,0,0
15759066,483,4,136836.49,1,1,0,1
15814816,466,7,91592.06,1,1,0,1
15724402,770,6,0,2,1,0,0
15571059,734,5,0,1,1,0,1
15674206,716,5,0,2,1,1,0
15715160,439,4,165536.28,2,1,1,0
15730448,538,3,62482.95,1,1,1,0
15662067,743,3,68155.59,1,1,0,0
15779581,734,6,55853.33,2,0,1,1
15662901,656,4,0,2,0,1,0
15689751,666,7,79589.43,1,0,0,0
15667742,627,7,100880.76,1,0,1,0
15738448,480,5,174330.35,2,0,0,0
15680243,792,7,143390.51,1,1,0,0
15745083,613,7,91415.76,1,0,0,1
15708228,476,6,134366.42,1,1,0,0
15628523,539,6,0,2,1,1,0
15708196,696,4,88786.81,1,1,1,0
15735549,810,3,96814.46,2,1,1,0
15809347,763,5,160680.41,1,1,0,0
15660866,640,4,0,2,1,0,0
15766609,655,3,0,2,1,0,0
15654230,526,4,145537.21,1,1,0,0
15794566,678,4,0,2,1,1,1
15800890,554,4,0,2,1,1,0
15697424,597,4,119370.11,1,1,1,1
15724536,560,6,0,2,1,1,0
15735878,850,4,134381.52,1,0,0,1
15707596,546,3,114888.74,2,1,1,1
15657163,623,3,149332.48,2,1,0,0
15622478,698,4,105061.74,3,1,0,1
15779529,620,5,0,2,1,1,0
15636023,619,4,0,1,1,1,1
15582066,561,6,0,1,1,1,0
15666675,753,5,155062.8,1,1,1,0
15732987,721,5,88798.34,1,0,0,0
15789432,451,4,0,2,1,0,0
15663161,680,3,143139.87,1,0,0,1
15694879,590,7,0,2,1,0,0
15593715,634,6,107027.52,1,1,0,0
15575002,676,6,140720.93,1,1,0,0
15622171,642,5,80964.57,2,1,0,0
15795224,760,5,178585.46,1,1,0,1
15685346,736,5,135889.13,1,1,1,0
15691808,656,5,134919.85,1,1,0,0
15721007,776,5,115130.34,1,0,0,1
15794253,832,5,138190.13,2,0,1,0
15694453,631,3,131519.49,2,1,1,0
15813113,795,6,0,1,1,0,1
15614187,648,5,126935.98,2,0,1,0
15619407,615,4,133707.09,1,1,1,0
15646227,682,4,97893.2,1,1,0,0
15660541,694,4,127900.03,1,1,0,0
15753874,694,5,143835.47,1,0,1,0
15617877,607,5,0,2,1,1,0
15772073,664,6,0,1,1,0,1
15701537,756,5,0,1,1,1,1
15736228,645,5,129596.77,1,1,1,0
15780572,653,4,0,2,1,0,0
15769596,710,3,110407.44,2,0,0,1
15586996,697,5,0,2,0,1,0
15722061,619,5,142015.76,2,1,0,0
15638003,648,3,81370.07,1,0,1,0
15775590,482,4,69329.47,1,0,0,1
15730688,548,6,116755.5,2,1,1,1
15753102,752,5,83870.33,1,1,0,0
15810075,648,7,130694.89,2,1,1,1
15723373,643,7,117451.47,1,1,0,0
15795298,573,6,206868.78,2,0,1,0
15584320,686,6,111695.62,1,0,0,0
15724161,644,6,137285.26,4,1,0,1
15750056,702,6,149218.39,1,1,1,0
15609637,652,5,0,2,0,1,0
15794493,641,5,0,2,1,1,0
15569641,692,7,130701.29,1,1,0,1
15815236,574,6,0,2,0,0,0
15811177,643,6,167949.48,1,1,0,0
15680587,834,4,131254.81,1,1,0,0
15672821,591,6,0,2,1,1,0
15767681,470,4,0,2,0,1,0
15600379,608,3,86656.13,1,0,1,0
15801336,649,6,114737.26,1,1,1,1
15721592,665,3,0,2,1,0,0
15581282,651,3,0,1,1,0,0
15746203,555,4,119817.33,1,0,1,1
15583137,637,6,130806.99,2,1,1,1
15680752,675,5,0,1,1,1,1
15688172,677,3,0,2,1,0,0
15791373,850,3,80931.75,1,0,0,1
15589449,815,7,0,3,1,1,1
15692819,665,6,132178.67,1,0,0,0
15727467,485,6,0,2,1,0,0
15734312,577,6,0,2,1,1,0
15764604,586,3,164769.02,3,1,0,1
15613014,722,7,107233.85,2,1,0,0
15759684,528,4,176227.07,2,0,1,0
15609669,542,6,109949.39,2,1,1,0
15685536,552,7,0,2,1,1,0
15750447,678,5,117738.81,1,1,0,1
15663249,575,4,133292.45,1,1,0,0
15638646,669,6,160474.59,1,1,1,0
15734161,636,7,0,2,1,0,0
15631070,667,6,154393.43,1,1,1,1
15761950,652,5,110827.49,1,1,1,1
15649668,637,5,145750.45,2,1,1,0
15713912,516,3,109044.3,1,0,1,0
15586757,801,3,75170.54,1,1,1,0
15596522,692,4,0,2,1,0,0
15625395,585,6,105795.9,1,1,1,0
15760570,590,5,0,2,1,0,0
15566689,554,5,0,2,1,1,0
15725794,659,4,0,1,1,0,1
15673539,690,6,118097.87,1,1,0,0
15705298,697,6,172693.54,1,0,0,0
15675791,610,4,129440.3,2,1,0,0
15747043,599,4,0,2,0,0,0
15736397,544,4,96471.2,1,1,0,0
15678201,548,5,0,1,1,1,1
15720745,635,6,140197.18,1,1,1,0
15637593,722,4,0,2,1,0,0
15598070,564,7,135946.26,1,1,0,0
15787550,719,6,0,2,1,1,0
15603942,547,4,81290.02,3,0,1,1
15733973,850,4,0,1,1,0,1
15596761,515,6,113715.36,1,1,0,1
15652400,667,4,168883.08,1,0,1,0
15717893,607,3,143421.74,1,1,0,0
15622585,525,5,153644.39,1,1,1,0
15733964,606,6,109330.06,1,1,1,0
15753861,686,6,115095.88,2,0,0,0
15747097,611,6,0,1,1,1,1
15594762,827,4,183276.32,1,1,1,0
15667417,572,3,68193.72,1,1,0,0
15684861,726,7,0,2,0,0,0
15742204,579,3,139729.54,1,0,1,0
15623502,598,7,98365.33,1,1,1,0
15774872,663,4,0,2,1,0,0
15611191,505,6,122453.97,2,1,1,0
15674331,576,5,132174.41,2,0,0,0
15619465,555,4,0,2,0,1,0
15575247,524,4,0,2,1,0,0
15695679,776,7,104349.45,1,0,0,0
15713463,645,6,138881.04,1,1,0,1
15785170,850,4,116968.91,1,0,0,0
15796351,603,4,105346.03,2,1,1,0
15639576,691,6,136623.19,1,1,0,0
15693264,583,4,0,2,1,1,0
15589715,584,6,0,1,1,0,1
15769902,679,7,0,2,1,1,0
15587177,646,6,124445.52,1,1,0,0
15814553,559,7,68999.66,2,1,1,0
15601550,595,6,85768.42,1,1,1,0
15664907,527,3,0,1,1,0,1
15612465,684,7,100628,2,1,1,0
15810800,673,6,0,1,1,1,0
15665760,802,5,0,2,0,1,0
15588080,675,6,0,1,1,0,1
15776844,762,5,0,2,1,0,0
15717560,580,4,125647.36,1,1,0,1
15629739,621,7,100375.39,1,1,1,0
15729908,411,6,0,1,0,0,0
15716781,815,5,171922.72,1,0,1,0
15646936,631,7,146810.99,2,1,1,0
15768151,514,5,109032.23,1,0,1,1
15579212,638,5,0,1,1,0,1
15721835,791,6,0,1,1,0,0
15800515,516,5,128653.59,1,1,0,0
15591279,734,5,80387.81,1,0,1,0
15587419,611,7,0,2,0,1,1
15750335,850,4,108508.82,3,1,0,1
15699619,641,3,155978.17,1,1,0,0
15606472,585,6,0,1,1,1,0
15778368,552,5,121175.56,1,1,0,1
15671387,507,6,89349.47,2,0,0,0
15573926,735,5,86131.71,2,0,0,0
15709183,707,4,102346.86,1,1,1,0
15577514,698,5,121263.62,1,1,1,0
15778830,841,6,0,2,1,0,0
15768072,688,5,0,1,0,0,1
15768293,614,4,0,2,1,1,0
15654456,511,7,149726.08,1,0,0,1
15807525,447,6,0,2,1,0,1
15574372,738,6,161274.05,2,1,0,0
15671249,422,4,0,2,1,0,0
15779744,537,4,103138.17,1,1,1,0
15624755,707,4,109628.44,1,1,0,0
15611430,690,5,0,1,1,0,1
15774744,664,7,97286.16,2,1,0,0
15629885,850,4,118004.26,1,1,0,0
15708791,584,5,85534.83,1,0,0,0
15793890,728,4,0,1,1,1,1
15646091,560,3,95140.44,2,1,0,1
15596984,629,5,0,1,1,1,1
15800215,658,6,0,2,0,1,0
15577806,794,6,75900.84,1,1,1,0
15749381,790,3,126619.27,1,1,0,0
15683758,640,4,111833.47,1,1,0,0
15670615,652,7,0,2,1,0,0
15715622,583,5,238387.56,1,0,1,1
15707634,775,4,108698.96,2,1,1,0
15806901,584,6,112687.69,1,1,1,0
15775335,635,5,81556.89,2,1,0,0
15724150,814,5,136596.85,1,1,1,0
15627220,735,5,98807.45,1,0,0,1
15672330,678,5,0,2,0,1,0
15668521,693,4,0,2,1,1,0
15807837,640,4,107499.7,1,1,1,0
15592570,773,7,0,2,1,0,0
15748589,736,3,0,2,1,0,0
15635893,693,6,0,2,1,1,0
15757632,496,5,176024.05,2,1,0,0
15691863,751,6,0,2,1,1,0
15706071,528,4,127631.62,1,0,1,1
15654296,754,6,0,1,1,0,0
15755018,568,6,109819.16,2,1,0,0
15594041,592,5,138734.94,1,1,0,0
15670587,558,4,111363.1,2,1,0,0
15724527,825,4,0,2,1,1,0
15801904,677,7,143988,2,1,0,1
15658195,653,7,118838.75,1,1,1,0
15630113,593,6,161637.75,1,1,1,0
15784320,632,6,133793.89,1,1,1,1
15676513,601,7,71553.83,1,1,0,0
15574072,786,5,0,1,1,1,0
15633854,654,6,0,2,1,0,0
15618566,572,4,0,2,1,1,0
15733014,813,7,64667.95,2,0,1,0
15753343,523,4,121164.11,1,1,1,0
15746076,506,4,0,2,1,0,0
15608226,513,3,98903.06,1,1,1,0
15605684,664,6,104158.84,1,1,0,0
15638988,684,6,0,2,1,1,0
15628767,608,3,139529.93,2,1,1,1
15737977,527,6,0,2,0,1,0
15758116,666,5,64646.7,1,1,0,1
15575119,779,3,0,2,1,1,1
15625126,629,5,0,2,1,1,0
15567114,430,4,118894.22,1,0,0,0
15672242,712,4,0,1,0,1,0
15681327,682,3,0,2,1,1,0
15802585,634,6,68213.99,1,1,1,0
15740630,487,4,0,2,1,0,0
15815420,808,6,139196,1,0,1,0
15711468,527,4,0,2,1,1,0
15799626,637,3,126345.55,1,0,1,1
15659325,802,6,0,2,1,1,0
15651352,529,4,0,1,1,0,1
15684925,850,7,0,2,0,0,0
15657439,738,4,0,2,1,1,0
15574122,817,4,129278.43,1,0,0,0
15720508,735,4,119558.35,1,0,0,0
15599078,619,4,92467.58,1,1,0,0
15702300,671,6,0,2,0,0,0
15660735,581,5,0,2,1,0,0
15671390,690,5,0,2,1,0,0
15647385,579,7,99340.83,1,0,0,1
15739223,688,3,0,2,1,1,0
15631305,599,6,126833.79,2,1,0,1
15809263,729,6,109676.52,1,1,1,0
15640866,718,6,0,1,0,1,0
15775663,712,4,134729.99,2,1,1,0
15631800,474,3,98431.37,1,0,0,0
15654292,565,3,130368.31,2,1,0,0
15648320,658,7,123974.96,1,1,0,0
15726747,714,7,138082.16,1,0,1,0
15694510,725,7,129855.32,1,0,0,0
15572291,825,4,132308.22,1,0,0,0
15603465,665,4,155447.65,2,1,0,1
15685628,670,3,124268.64,2,0,1,0
15792729,474,5,176311.36,1,1,0,0
15767414,591,5,99886.42,2,1,1,0
15568044,508,5,0,2,1,1,0
15751333,695,6,0,2,0,1,0
15623062,660,6,85089.3,1,1,1,0
15713621,687,6,134318.21,2,1,1,0
15670668,658,4,75395.53,2,0,1,0
15750638,705,7,116765.7,1,0,0,1
15747878,739,4,0,1,1,1,0
15726796,844,5,111501.66,1,1,1,0
15754952,602,4,76595.08,2,0,0,0
15652192,759,6,160541.36,2,0,0,0
15681924,747,4,129728.6,1,1,0,0
15763544,673,4,0,2,0,0,0
15764431,671,3,130929.02,4,1,1,1
15684010,640,5,116800.25,1,1,1,0
15648881,581,5,101016.53,1,0,1,1
15733303,630,6,0,2,1,1,0
15643294,703,4,190566.65,1,1,1,0
15749905,698,6,0,1,1,0,1
15625175,742,3,97067.69,1,0,1,1
15643967,652,3,92208.54,1,0,1,1
15578251,644,5,186347.97,2,1,0,0
15772573,735,6,103176.62,1,0,1,0
15733234,777,7,0,1,1,1,1
15721582,644,7,77270.08,2,1,1,1
15628219,665,6,111911.63,1,1,1,1
15571302,529,6,94216.05,1,1,1,0
15637178,803,4,0,2,1,1,0
15601184,604,5,0,2,1,0,0
15629511,738,5,106770.82,1,1,0,0
15570629,655,4,138089.97,2,1,1,0
15665766,698,6,133191.19,2,0,1,0
15693732,775,6,0,2,1,1,0
15765982,735,4,74135.85,1,1,1,1
15582016,766,4,99208.46,2,1,0,0
15798024,537,5,92242.34,1,1,1,0
15588622,599,7,108380.72,1,1,1,0
15724863,420,3,91893.32,1,1,0,1
15618213,674,6,85757.93,1,1,1,0
15780411,570,7,0,2,0,0,0
15725429,623,5,96759.42,1,1,1,0
15600626,710,7,0,2,1,1,0
15668460,466,7,0,2,1,1,0
15576263,759,5,0,1,1,0,0
15720354,581,5,0,2,1,1,0
15691624,820,4,132150.26,2,1,0,0
15793196,759,7,0,2,0,1,0
15633352,628,6,175443.75,1,1,0,1
15750874,676,6,78990.15,1,1,1,0
15588923,591,4,113743.37,1,1,0,0
15715745,690,6,157624.84,1,1,1,0
15611800,624,4,125163.62,2,1,1,0
15576928,573,4,0,1,1,0,0
15793693,694,6,0,1,1,1,0
15581252,632,5,80922.75,1,1,0,0
15797760,632,4,193354.86,2,1,0,0
15790564,832,7,107648.94,2,1,1,0
15593736,598,6,131769.04,1,0,0,1
15595937,430,6,138992.48,2,0,0,0
15815628,711,5,113899.92,1,0,0,0
15782802,582,5,114450.32,1,1,1,0
15627412,605,4,0,2,1,0,0
15734609,657,4,0,2,1,1,0
15710689,578,4,63609.92,1,0,0,1
15565806,532,5,0,2,0,0,0
15815530,612,4,75497.51,1,0,0,0
15632272,792,5,0,2,1,0,0
15684103,674,5,0,2,1,1,0
15654519,680,4,0,2,1,1,0
15767722,593,6,117704.73,1,1,0,0
15654346,679,6,130463.55,2,1,1,0
15660147,493,5,46161.18,1,1,1,0
15814998,688,4,0,2,0,0,0
15802207,769,4,110182.54,2,1,1,0
15658668,581,3,0,2,0,0,0
15715079,465,4,117221.15,1,1,0,0
15570360,641,7,0,2,0,0,0
15674678,731,4,79120.27,1,0,0,1
15780925,625,5,177069.24,2,1,1,0
15688193,468,5,61636.97,1,0,0,0
15778219,790,5,0,1,1,0,0
15696514,587,4,104414.03,1,1,0,0
15712303,692,4,159732.02,1,1,1,0
15719090,676,4,89437.03,1,1,1,0
15735632,571,4,0,1,1,1,0
15619436,700,6,0,1,0,0,0
15722404,445,6,0,2,1,1,0
15662063,746,5,142400.77,1,1,1,0
15745605,722,4,88011.4,1,1,1,1
15636658,596,4,0,2,1,1,0
15784130,850,6,154870.28,1,1,1,0
15606755,597,5,0,2,1,0,1
15801699,436,5,0,2,1,1,0
15784097,660,4,118402.25,2,1,0,0
15764654,649,3,87374.88,2,1,1,0
15612092,646,6,105397.8,1,1,0,1
15610903,560,3,125341.69,1,1,0,0
15705777,710,6,129164.88,1,1,1,0
